path,true_is_countable,pred_is_countable,confidence,predicted_count,true_value
data/cropped_wells/Panama/plate_11/Panama_plate11_B3.jpg,1,1,0.9997120499610901,6,5
data/cropped_wells/PR8v/plate_14/PR8v_plate14_C1.jpg,1,1,0.998677670955658,0,0
data/cropped_wells/Panama/plate_7/Panama_plate7_B2.jpg,1,1,0.9994297623634338,0,0
data/cropped_wells/Panama99/plate_21/Panama99_plate21_A1.jpg,0,0,0.026652740314602852,-1,-1
data/cropped_wells/PR8v/plate_5/PR8v_plate5_B1.jpg,0,0,0.0038043169770389795,-1,-1
data/cropped_wells/PR8/plate_15/PR8_plate15_A3.jpg,1,1,0.9987708926200867,0,0
data/cropped_wells/IBV/plate_3/IBV_plate3_A2.jpg,1,1,0.9996504783630371,14,15
data/cropped_wells/PR8v/plate_10/PR8v_plate10_C2.jpg,0,0,0.0067032091319561005,-1,-1
data/cropped_wells/PR8/plate_6/PR8_plate6_A2.jpg,1,1,0.9992722868919373,0,0
data/cropped_wells/Panama99/plate_24/Panama99_plate24_B1.jpg,0,0,0.02090638130903244,-1,-1
data/cropped_wells/Panama/plate_10/Panama_plate10_C2.jpg,1,1,0.997581958770752,25,24
data/cropped_wells/PR8/plate_15/PR8_plate15_C3.jpg,1,1,0.9966883063316345,0,0
data/cropped_wells/Panama99/plate_27/Panama99_plate27_A2.jpg,1,1,0.8699443340301514,13,13
data/cropped_wells/IBV/plate_7/IBV_plate7_C4.jpg,1,1,0.999984860420227,0,0
data/cropped_wells/IBV/plate_7/IBV_plate7_B4.jpg,1,1,0.9999890327453613,0,0
data/cropped_wells/PR8v/plate_11/PR8v_plate11_C1.jpg,0,0,0.007328517269343138,-1,-1
data/cropped_wells/PR8/plate_10/PR8_plate10_A2.jpg,1,1,0.9959390163421631,0,0
data/cropped_wells/PR8/plate_5/PR8_plate5_A1.jpg,1,1,0.9999058246612549,0,0
data/cropped_wells/IBV/plate_6/IBV_plate6_A2.jpg,0,0,0.006756749469786882,-1,-1
data/cropped_wells/PR8/plate_3/PR8_plate3_C2.jpg,1,1,0.9946926236152649,0,0
data/cropped_wells/Panama/plate_8/Panama_plate8_A1.jpg,1,1,0.9998917579650879,0,0
data/cropped_wells/PR8v/plate_8/PR8v_plate8_A1.jpg,0,0,0.01673060841858387,-1,-1
data/cropped_wells/PR8/plate_16/PR8_plate16_C4.jpg,1,1,0.9984908103942871,0,0
data/cropped_wells/PR8v/plate_6/PR8v_plate6_C2.jpg,0,0,0.014339664950966835,-1,-1
data/cropped_wells/IBV/plate_6/IBV_plate6_A4.jpg,1,1,0.999998927116394,114,110
data/cropped_wells/Panama/plate_4/Panama_plate4_A2.jpg,1,1,0.999947190284729,0,0
data/cropped_wells/Panama/plate_10/Panama_plate10_A1.jpg,0,0,0.03204895183444023,-1,-1
data/cropped_wells/PR8/plate_10/PR8_plate10_C1.jpg,1,1,0.9988815188407898,0,0
data/cropped_wells/PR8/plate_6/PR8_plate6_A4.jpg,1,1,0.999972939491272,0,0
data/cropped_wells/PR8/plate_7/PR8_plate7_A3.jpg,1,1,0.9996196031570435,0,0
data/cropped_wells/Panama/plate_3/Panama_plate3_B4.jpg,1,1,0.9997498393058777,0,0
